,val_loss,val_generator_loss,val_generator_yfake_loss,val_generator_yreal_loss,val_discriminator_loss,val_discriminator_yfake_loss,val_discriminator_yreal_loss,loss,generator_loss,generator_yfake_loss,generator_yreal_loss,discriminator_loss,discriminator_yfake_loss,discriminator_yreal_loss
45,4.2054068572998045,3.3002626441955565,1.811607194519043,1.418298832321167,0.9051442050933838,0.22474092388153077,0.5861425554275512,4.465565854187012,3.3773700205230712,2.515297434463501,0.7918118751049041,1.0881958360290527,0.48275904577255246,0.5113056435632706
46,4.675559384918213,3.215105016708374,2.498037561035156,0.6465704211235046,1.4604543661117553,0.09201442708969117,1.2739964994430542,4.402417294998169,3.3078062590789794,2.4775740327453613,0.7598052036857605,1.0946110319709779,0.4867010743045807,0.5135580932235718
47,4.774113241577148,3.1503792026519775,2.5090736042022703,0.5706521544456482,1.6237340297698974,0.09508434333801269,1.433999301147461,4.449913810119629,3.3690227629089358,2.523828628463745,0.7746448553752899,1.080891051864624,0.4775676886844635,0.5088135795402526
48,4.258693663787842,3.43646967048645,1.7149801181793214,1.650660858154297,0.8222239980697632,0.250530512046814,0.47681051659584045,4.452602709655761,3.364177826385498,2.5154274053955077,0.7780269045066833,1.0884248796844482,0.48223530757904054,0.5114481385612488
49,4.930833359527588,3.2461556304931642,2.7253899627685545,0.44980967531204225,1.6846777326583862,0.07424016523361206,1.5153880664825439,4.478556607971192,3.3873637308502196,2.5407710654449462,0.7757088960456848,1.0911928805541993,0.48236033712387083,0.5138780609703064
50,4.927089531707764,3.206448703765869,2.657192534637451,0.4781630850315094,1.7206408252716066,0.07953100590705872,1.545882320022583,4.468677279510498,3.378957623825073,2.5464509831237794,0.7615057502746582,1.0897196584701538,0.4836590917205811,0.5109545628356934
51,5.348558702087402,3.6307939125061037,3.105628313064575,0.4539106349468231,1.7177647800445557,0.0514230680346489,1.5708980953216554,4.454242249450684,3.3626676126861574,2.523070841522217,0.7684165849876404,1.0915746365356445,0.48413005440711976,0.5120991142940521
52,4.170995665740967,3.220344369506836,1.6607963504791259,1.488178603363037,0.9506513071060181,0.27023142647743226,0.5848272657871246,4.4828789036560055,3.387561917800903,2.537979037513733,0.7782752474117279,1.0953169897079469,0.48328857987403867,0.5165165464496613
53,6.262086340332031,3.973146341705322,3.623523472595215,0.27813151621818544,2.2889399963378905,0.02999268837571144,2.1631953716278076,4.511546340637207,3.4373458013153075,2.5934644681549073,0.7724560499382019,1.074200535888672,0.47400595051765443,0.5045290458869934
54,4.439196445465088,3.005944588470459,2.346866500854492,0.5874476145744324,1.4332518564224244,0.11027671563625335,1.2270401552200318,4.442435301055908,3.352200186767578,2.5364008682250976,0.7442396264553071,1.0902351114273072,0.4829581410694122,0.5114341807842254
55,4.885392085266114,3.2926472408294676,2.6517412147521973,0.5691735039234161,1.5927448390960692,0.07917972592115402,1.4174989923477173,4.511385155029297,3.4317856494140626,2.586342892074585,0.7737554656410217,1.0795995137023926,0.4756332017421722,0.5079567995262146
56,4.391782735443115,3.1694995708465576,2.1543881801605225,0.9432618049621582,1.222283162498474,0.1395112009882927,0.9865505316734314,4.481929822540283,3.4026094259643553,2.575702593536377,0.7551251573801041,1.079320394859314,0.4773302189350128,0.5058590001964569
57,5.481827474975586,3.783314793777466,3.1841334884643553,0.5272068657398223,1.698512671470642,0.04729774686694145,1.5548297748565674,4.503633863372802,3.426499745941162,2.588344381866455,0.7662416936302185,1.077134115600586,0.47576015015602113,0.5050672872829437
58,5.726675547790528,3.737297360610962,3.2430343208312986,0.4222076721191406,1.9893781757354736,0.04387711445093155,1.849009256362915,4.513647522125244,3.437937766571045,2.600833597946167,0.765092349653244,1.0757097528076172,0.47424272627830505,0.50503286652565
59,4.001288774871826,3.0356112560272215,1.72743611907959,1.2359993844985961,0.9656775126457214,0.22556385307312013,0.6434663061618805,4.4883494050598145,3.4166325995635987,2.5948737636566164,0.7496410368919373,1.0717168030166626,0.4724912154006958,0.5026526317691803
60,5.3933111068725585,3.7236234062194824,3.126178263092041,0.5251972963809967,1.6696876901626587,0.050060839861631394,1.5228870803833008,4.5290471934509275,3.455910849609375,2.616436421661377,0.767260577249527,1.073136344356537,0.4724695333194733,0.503969336643219
61,4.49879880065918,3.2682314567565918,2.43872797164917,0.757127942943573,1.2305673492431641,0.0997429868221283,1.0339128204345702,4.486393167877197,3.4175870833587645,2.6288360930633545,0.7164353529071807,1.0688060862922668,0.47252289499282835,0.4994529965877533
62,4.227584377288818,3.1264492809295654,2.044054013633728,1.0098924207687379,1.1011351055145264,0.16515237584114076,0.8389020223617554,4.4559387844848635,3.376085152206421,2.5554919994354246,0.7481397386741638,1.0798536282730102,0.4762437092971802,0.5065955331897736
63,3.855407034301758,2.816570273208618,1.4947191570281984,1.2492369268417358,1.038836756324768,0.30333968181610105,0.6382704467773438,4.478981583709717,3.3983032344818116,2.5686012503433227,0.7571380879688263,1.0806783462905885,0.47662624044418334,0.5068911967658997
64,4.450588596343994,3.148759030532837,2.3289274322509765,0.747074830532074,1.3018295595169067,0.11374236524105072,1.0906702014923095,4.50675399597168,3.4427300798797607,2.6309278201293944,0.7391239130973816,1.0640239156341553,0.47017085582733154,0.4965407641506195
65,5.67352209854126,3.991218586730957,3.3949392459869383,0.5234319880962371,1.682303510093689,0.03809323311448097,1.5466752500534058,4.5218693127441405,3.451650965423584,2.624991226272583,0.7538639628887176,1.0702183506202698,0.4723567606830597,0.5003938565540313
66,4.303688986206055,3.216755770492554,1.9992858570098877,1.1445388593673707,1.0869332159042357,0.1773435549736023,0.8119445142745971,4.4923702204895015,3.4152570209503175,2.610045849380493,0.7323112658214569,1.0771131958389282,0.4749445210838318,0.5045629385566711
67,5.622501948547363,3.835611367034912,3.334668251800537,0.42793262810707094,1.7868905807495117,0.04131320842504501,1.6478297994613647,4.5091587257385255,3.433385771789551,2.6202726582336426,0.7401436987686157,1.0757729545974732,0.4754387543964386,0.5026399026393891
68,5.561142643737793,3.928988837432861,3.3163264556884764,0.5395709700584411,1.6321538034439087,0.04031102219820023,1.493989358139038,4.4981431672668455,3.433786863479614,2.6273864193725585,0.7333504407978058,1.0643563117980956,0.4697882214641571,0.49676935548782347
